UnitSetId,IsExchangeUnit,UniversityCountry,UniversityName,UniversityHref,UnitTitle,UnitCode,UnitHref,EquivalentUWAUnitLevel,IsEquivalent
0,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3015,,1000,TRUE
0,TRUE,Canada,McMaster University,,Signal,ELECENG 3TP4,,1000,TRUE
1,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MATH1001,,1000,TRUE
1,TRUE,China,Shanghai Jiatong University,,Applied calculus,VV225,,1000,TRUE
2,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC1002,,1000,TRUE
2,TRUE,China,Shanghai Jiatong University,,Introduction to Sold Mechanics,VM211,,1000,TRUE
3,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5507,,1000,TRUE
3,TRUE,Denmark,Technical University of Denmark,,System Safety,42171,,1000,TRUE
5,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5503,,1000,TRUE
5,TRUE,Denmark,Technical University of Denmark,,Robust,31320,,1000,TRUE
6,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC5502,,1000,TRUE
6,TRUE,Denmark,Technical University of Denmark,,Intergrated Analog Electronics,31631/31632,,1000,TRUE
9,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC4402,,1000,TRUE
9,TRUE,Denmark,Technical University of Denmark,,Digital Communication,6532,,1000,TRUE
10,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5507,,1000,TRUE
10,TRUE,Denmark,Technical University of Denmark,,System Safety,42171,,1000,TRUE
11,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3003,,1000,TRUE
11,TRUE,UK,Cardiff University,,Fluid Mechanics,EN3034,,1000,TRUE
12,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC2002,,1000,TRUE
12,TRUE,UK,University of Bristol,,Thermodynamics I,MENG11202,,1000,TRUE
12,TRUE,UK,University of Bristol,,Linear Circuits ,EENG11001,,1000,TRUE
13,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3017,,1000,TRUE
13,TRUE,USA,University of Illonois,,Introduction to Electronics,ECE110,,1000,TRUE
14,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3016,,1000,TRUE
14,TRUE,Canada,McMaster University,,Energy Conversion,EELECENG 3PI4,,1000,TRUE
15,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MATH3031,,1000,TRUE
15,TRUE,Canada,McMaster University,,Discrete Dynamical Sys. Chaos,MATH3DC3,,1000,TRUE
16,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MATH3022,,1000,TRUE
16,TRUE,Canada,McMaster University,,Partial Diff. Equations,MATH3FF3,,1000,TRUE
17,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4424,,1000,TRUE
17,TRUE,Norway,Norwegian University of Science and Technology,,Measurement Techniques,TFY4185,,1000,TRUE
18,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4426,,1000,TRUE
18,TRUE,Norway,Norwegian University of Science and Technology,,Dynamics,TKT4108,,1000,TRUE
19,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CITS3003,,1000,TRUE
19,TRUE,Singapore,National University of Singapore,,Computer Graphics,CS3241,,1000,TRUE
20,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CITS2211,,1000,TRUE
20,TRUE,Singapore,National University of Singapore,,Discrete Structures ,CS1231,,1000,TRUE
21,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3008,,1000,TRUE
21,TRUE,UK,Leeds University,,Structural Analysis 2,CIVE3390,,1000,TRUE
22,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3002,,1000,TRUE
22,TRUE,China,Tsinghua University,,Materials Processing,40120463,,1000,TRUE
22,TRUE,China,Tsinghua University,,Engineering Materials,20350042,,1000,TRUE
23,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC5502,,1000,TRUE
23,TRUE,Hong Kong,University of Hong Kong,,Design of Digital Integrated Circuits ,ELEC4343,,1000,TRUE
24,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG4402,,1000,TRUE
24,TRUE,Hong Kong,University of Hong Kong,,Control,ELEC3245,,1000,TRUE
25,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC4402,,1000,TRUE
25,TRUE,Hong Kong,University of Hong Kong,,Communications Engineering,ELEC3242,,1000,TRUE
26,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CHPR5521,,1000,TRUE
26,TRUE,Norway,Norwegian University of Science and Technology,,Multiphase Transport,TEP4250,,1000,TRUE
27,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CHPR5501,,1000,TRUE
27,TRUE,Norway,Norwegian University of Science and Technology,,Petrochemistry,TKP4150,,1000,TRUE
28,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,FINA3326,,1000,TRUE
28,TRUE,Austria,Vienna University of Business,,International Financial Management I,4460,,1000,TRUE
29,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MKTG2301,,1000,TRUE
29,TRUE,Austria,Vienna University of Business,,Small Business Management,4145,,1000,TRUE
30,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,FINA2222,,1000,TRUE
30,TRUE,Austria,Vienna University of Business,,Corporate Finance,4597,,1000,TRUE
31,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3004,,1000,TRUE
31,TRUE,USA,University of Montana,,Mechanics of Mtls,EGEN205,,1000,TRUE
32,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,FINA3324,,1000,TRUE
32,TRUE,France,ESSEC,,Portfolio Management,FINM14120,,1000,TRUE
32,TRUE,France,ESSEC,,Financial Markets,FINM14033,,1000,TRUE
33,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,FINA2207,,1000,TRUE
33,TRUE,France,ESSEC,,Financial Statement Analysis,CPTC14,,1000,TRUE
34,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5506,,1000,TRUE
34,TRUE,USA,Montana State University,,Renewable Energy Applications,ETME470,,1000,TRUE
35,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG4405,,1000,TRUE
35,TRUE,Norway,Norwegian University of Science and Technology,,Modelling simulation,TMR4275,,1000,TRUE
36,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL5501,,1000,TRUE
36,TRUE,Canada,McMaster University,,Seismic Design,CIV ENG 748,,1000,TRUE
37,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL5501,,1000,TRUE
37,TRUE,Canada,McMaster University,,Structural Control,CIV ENG 727,,1000,TRUE
38,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL5502,,1000,TRUE
38,TRUE,Canada,McMaster University,,Transportation Engineering II - Modelling Transit,CIV ENG 6T04,,1000,TRUE
39,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3001,,1000,TRUE
39,TRUE,Canada,Queen's University,,Dynamics,MECH328,,1000,TRUE
40,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,FINA3326,,1000,TRUE
40,TRUE,Canada,Queen's University,,Financial Management Stategy,COMM322,,1000,TRUE
41,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC5505,,1000,TRUE
41,TRUE,USA,Montana State University,,Power Systems Analysis,EELE454,,1000,TRUE
42,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC5503,,1000,TRUE
42,TRUE,USA,Montana State University,,Introduction to VLSI Design,EELE414,,1000,TRUE
43,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG4402,,1000,TRUE
43,TRUE,USA,Montana State University,,,EELE321,,1000,TRUE
44,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5503,,1000,TRUE
44,TRUE,USA,Montana State University,,Introduction to Modern Control,EELE422,,1000,TRUE
45,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CITS2211,,1000,TRUE
45,TRUE,New Zealand,University of Otago,,Discrete Mathematics,MATH272,,1000,TRUE
46,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CITS3002,,1000,TRUE
46,TRUE,New Zealand,University of Otago,,"Data-communications, Networks, Internet",COSC244,,1000,TRUE
47,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CITS2200,,1000,TRUE
47,TRUE,New Zealand,University of Otago,,Algorithms,COSC242,,1000,TRUE
51,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,STAT2402,,1000,TRUE
51,TRUE,Canada,Queen's University,,Generalized Linear Models,STAT473,,1000,TRUE
52,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,STAT2401,,1000,TRUE
52,TRUE,Canada,Queen's University,,Design,STAT471,,1000,TRUE
61,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH5552,,1000,TRUE
61,TRUE,USA,Montana State University,,Capstone 2,EMEC499R ,,1000,TRUE
62,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4429,,1000,TRUE
62,TRUE,USA,Montana State University,,Thermodynamics 2,EMEC321,,1000,TRUE
63,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,FINA2207,,1000,TRUE
63,TRUE,USA,University of Montana,,Advanced Analysis of Financial Statements,BFIN441,,1000,TRUE
64,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,FINA3304,,1000,TRUE
64,TRUE,USA,University of Montana,,Financial Markets,BFIN357,,1000,TRUE
65,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,FINA2204,,1000,TRUE
65,TRUE,USA,University of Montana,,Derivative Securities,BFIN460,,1000,TRUE
66,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,FINA3324,,1000,TRUE
66,TRUE,USA,University of Montana,,Investment Fundamentals,BFIN402,,1000,TRUE
67,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5501 ,,1000,TRUE
67,TRUE,Norway,University of Stavanger,,Marine Operations,OFF600,,1000,TRUE
68,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,STAT1400,,1000,TRUE
68,TRUE,New Zealand,University of Otago,,Quantitative Analysis for Business,BSNS102,,1000,TRUE
69,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC5505,,1000,TRUE
69,TRUE,USA,Montana State University,,Power Systems Analysis,EELE454,,1000,TRUE
70,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4424,,1000,TRUE
70,TRUE,USA,Montana State University,,"""Measurement",ETME360,,1000,TRUE
70,TRUE,USA,Montana State University,,"Instrumentation Applications""",EMEC445,,1000,TRUE
71,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5503,,1000,TRUE
71,TRUE,USA,Montana State University,,Introduction to Modern Control,EELE422,,1000,TRUE
72,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG4402,,1000,TRUE
72,TRUE,USA,Montana State University,,Introduction to Feedback Controls,EELE321,,1000,TRUE
73,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC5503,,1000,TRUE
73,TRUE,USA,Montana State University,,Introduction to VLSI Design,EELE414,,1000,TRUE
74,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Group B,,1000,TRUE
74,TRUE,USA,Montana State University,,Introduction to Microfabrication,EELE407,,1000,TRUE
75,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Group B,,1000,TRUE
75,TRUE,USA,Montana State University,,Acoustics/Audio Engineering,EELE417,,1000,TRUE
76,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC5505,,1000,TRUE
76,TRUE,Hong Kong,University of Hong Kong,,Power System Analysis,ELEC4147,,1000,TRUE
77,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CITS4404,,1000,TRUE
77,TRUE,Hong Kong,University of Hong Kong,,Fuzzy Systems,ELEC4543,,1000,TRUE
78,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENVT2251,,1000,TRUE
78,TRUE,Canada,University of Calgary,,Physical Hydrogeology,Geology 401,,1000,TRUE
79,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MATH3022,,1000,TRUE
79,TRUE,USA,University of New Mexico,,Partial Differential Equations for Engineering,MA312,,1000,TRUE
80,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,STAT2402,,1000,TRUE
80,TRUE,Canada,Queen's University,,Generalized Linear Models,STAT473,,1000,TRUE
81,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,STAT2401,,1000,TRUE
81,TRUE,Canada,Queen's University,,Sampling,STAT471,,1000,TRUE
82,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3001,,1000,TRUE
82,TRUE,Canada,Queen's University,,Dynamics,MECH328,,1000,TRUE
84,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENVE4401,,1000,TRUE
84,TRUE,Norway,Norwegian University of Science and Technology,,Understanding,TEP4220,,1000,TRUE
85,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3004,,1000,TRUE
85,TRUE,USA,University of Vermont,,Mechanics of Materials,ME014,,1000,TRUE
85,TRUE,USA,University of Vermont,,Materials,CE101,,1000,TRUE
86,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3009,,1000,TRUE
86,TRUE,USA,University of Vermont,,Geotechnical Principles,CE180,,1000,TRUE
87,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH5552,,1000,TRUE
87,TRUE,USA,Montana State University,,Capstone 2,EMEC499R ,,1000,TRUE
88,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4429,,1000,TRUE
88,TRUE,USA,Montana State University,, Thermodynamics 2,EMEC321,,1000,TRUE
89,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC2002,,1000,TRUE
89,TRUE,UK,University of Aberdeen,,Principles of Electronics,EG1008,,1000,TRUE
89,TRUE,UK,University of Aberdeen,,Fluid Mechanics,EG2004,,1000,TRUE
90,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC2002,,1000,TRUE
90,TRUE,Canada,Western University,,Thermodynamics I,2204A/B,,1000,TRUE
90,TRUE,Canada,Western University,,Electrical Circuits I,2205A/B,,1000,TRUE
91,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MATH2021,,1000,TRUE
91,TRUE,Canada,Western University,,Applied Mathematics ODE,2402,,1000,TRUE
92,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG4402,,1000,TRUE
92,TRUE,USA,University of Washington,,Automatic Control,ME471,,1000,TRUE
93,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL4403,,1000,TRUE
93,TRUE,USA,University of New Mexico,,Reinforced Concrete Design,CE411,,1000,TRUE
94,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5505,,1000,TRUE
94,TRUE,USA,University of New Mexico,,Engineering Project Management,CE455,,1000,TRUE
95,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL5501,,1000,TRUE
95,TRUE,USA,University of New Mexico,,Structural Dynamics,CE521,,1000,TRUE
96,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CHPR4407,,1000,TRUE
96,TRUE,USA,Montana State University,,Transport Analysis,ECHM424,,1000,TRUE
97,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4426,,1000,TRUE
97,TRUE,USA,Montana State University,,,EMEC445,,1000,TRUE
98,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5514,,1000,TRUE
98,TRUE,USA,Montana State University,,,EMEC405,,1000,TRUE
99,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH5502,,1000,TRUE
99,TRUE,USA,Montana State University,,,EMEC403,,1000,TRUE
99,TRUE,USA,Montana State University,,,EMEC342,,1000,TRUE
100,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MATH3021,,1000,TRUE
100,TRUE,Sweden,Lund University,,Applied Mathematics,1MA060,,1000,TRUE
101,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Elective,,1000,TRUE
101,TRUE,Sweden,Lund University,,Financial Derivatives,1MA209,,1000,TRUE
102,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MATH3031,,1000,TRUE
102,TRUE,Sweden,Lund University,,Algebraic Structures,1MA007,,1000,TRUE
103,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,PHYS2002,,1000,TRUE
103,TRUE,Sweden,Lund University,,Statistical Mechanics,1FA140,,1000,TRUE
104,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,PHYS3011,,1000,TRUE
104,TRUE,Sweden,Lund University,,Mathematical Methods of Physics,1FA121,,1000,TRUE
105,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Elective,,1000,TRUE
105,TRUE,Sweden,Lund University,,Basic Swedish I,5PU028,,1000,TRUE
106,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Elective,,1000,TRUE
106,TRUE,Sweden,Lund University,,Basic Swedish II,5PU029,,1000,TRUE
107,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MATH3031,,1000,TRUE
107,TRUE,UK,Durham University,,,Number Theory III,,1000,TRUE
108,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Elective,,1000,TRUE
108,TRUE,Sweden,Uppsala University,,,1MA032,,1000,TRUE
109,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MATH3021,,1000,TRUE
109,TRUE,UK,Durham University,,,MATH3091,,1000,TRUE
110,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3003,,1000,TRUE
110,TRUE,USA,Montana State University,,Fluid Mechanics,EGEN335,,1000,TRUE
111,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3004,,1000,TRUE
111,TRUE,USA,Montana State University,,Mechanics of Mtls,EGEN205,,1000,TRUE
112,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,FINA3304,,1000,TRUE
112,TRUE,USA,Montana State University,,Commerical Bank Management,BFIN458,,1000,TRUE
113,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,FINA3324,,1000,TRUE
113,TRUE,USA,Montana State University,,Investments II,BFIN466,,1000,TRUE
114,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3004,,1000,TRUE
114,TRUE,USA,Montana State University,,Applied Mechanics,EGEN203,,1000,TRUE
115,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5507,,1000,TRUE
115,TRUE,USA,Montana State University,,Quality Assurance,EIND477,,1000,TRUE
116,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH5502,,1000,TRUE
116,TRUE,USA,Montana State University,,CAE IV - Design Integration,EMEC403,,1000,TRUE
116,TRUE,USA,Montana State University,,Mech Component Design,EMEC342,,1000,TRUE
117,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5514,,1000,TRUE
117,TRUE,USA,Montana State University,,Finite Element Analysis,EMEC405,,1000,TRUE
118,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4426,,1000,TRUE
118,TRUE,USA,Montana State University,,Mechanical Vibrations,EMEC445,,1000,TRUE
119,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5507,,1000,TRUE
119,TRUE,USA,Montana State University,,,EIND477 ,,1000,TRUE
120,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5514,,1000,TRUE
120,TRUE,USA,Montana State University,,,EMEC405 ,,1000,TRUE
121,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH5502,,1000,TRUE
121,TRUE,USA,Montana State University,,,EMEC 403,,1000,TRUE
121,TRUE,USA,Montana State University,,,EMEC 342 ,,1000,TRUE
122,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4426,,1000,TRUE
122,TRUE,USA,Montana State University,,,EMEC 445,,1000,TRUE
123,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MATH1002,,1000,TRUE
123,TRUE,USA,University of Vermont,,,MATH121,,1000,TRUE
124,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MATH2501,,1000,TRUE
124,TRUE,UK,University of Sheffield,,,MAS222,,1000,TRUE
125,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3014,,1000,TRUE
125,TRUE,Singapore,Nanyang University of Technology,,Semiconductor fundamentals ,EE2003     ,,1000,TRUE
126,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG4405 ,,1000,TRUE
126,TRUE,USA,Montana State University,,Advanced Engineering Analysis ,EGEN505 ,,1000,TRUE
127,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5503 ,,1000,TRUE
127,TRUE,USA,Montana State University,,Intro to Modern Controls  ,EELE422 ,,1000,TRUE
128,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MATH2501,,1000,TRUE
128,TRUE,UK,University of Sheffield,,,MATH248,,1000,TRUE
129,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MATH1002,,1000,TRUE
129,TRUE,Canada,University of Western Ontario,,,Applied Mathematics for Engineering II 2411 ,,1000,TRUE
130,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH5504,,1000,TRUE
130,TRUE,USA,Montana State University,,,EMAT 550 ,,1000,TRUE
131,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4424 ,,1000,TRUE
131,TRUE,USA,Montana State University,,,EMEC 360 ,,1000,TRUE
132,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3015,,1000,TRUE
132,TRUE,Canada,McMasters University,,Signals,ELEC ENG 3TP4 ,,1000,TRUE
133,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,SCIE5500,,1000,TRUE
133,TRUE,Norway,Norwegian University of Science and Technology,,Hydrological Modelling ,TVM4106 ,,1000,TRUE
134,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENVE4402,,1000,TRUE
134,TRUE,Norway,Norwegian University of Science and Technology,,Hydrology ,TVM4105 ,,1000,TRUE
135,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5506,,1000,TRUE
135,TRUE,Norway,Norwegian University of Science and Technology,,Water resources Management,TVM5171 ,,1000,TRUE
136,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENVE5551,,1000,TRUE
136,TRUE,Norway,Norwegian University of Science and Technology,,Planning of Hydro power,TVM5135 ,,1000,TRUE
138,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENVE4402,,1000,TRUE
138,TRUE,Norway,Norwegian University of Science and Technology,,Hydrological Modelling ,TVM4106 ,,1000,TRUE
139,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,SCIE5500,,1000,TRUE
139,TRUE,Norway,Norwegian University of Science and Technology,,Hydrology ,TVM4105 ,,1000,TRUE
140,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENVE5551,,1000,TRUE
140,TRUE,Norway,Norwegian University of Science and Technology,,Water resources Management,TVM5171 ,,1000,TRUE
141,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5506,,1000,TRUE
141,TRUE,Norway,Norwegian University of Science and Technology,,Planning of Hydro power,TVM5135 ,,1000,TRUE
142,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC2002,,1000,TRUE
142,TRUE,Canada,McGill University,,Thermo Dynamics,MECH240 &ECSE 200,,1000,TRUE
143,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3013,,1000,TRUE
143,TRUE,Canada,McGill University,,Environmental Engineering,CIVE 225,,1000,TRUE
144,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3003,,1000,TRUE
144,TRUE,Canada,McGill University,,Fluid Mechanics,MECH 331,,1000,TRUE
145,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3009,,1000,TRUE
145,TRUE,Canada,McGill University,,General Geology,EPSC 221,,1000,TRUE
146,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3004,,1000,TRUE
146,TRUE,Canada,McGill University,,Solid Mechanics,CIVE 207,,1000,TRUE
147,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Group C Option,,1000,TRUE
147,TRUE,Norway,Norwegian University of Science and Technology,,Natural Gas Technology,TEP4185,,1000,TRUE
148,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG4405,,1000,TRUE
148,TRUE,Norway,Norwegian University of Science and Technology,,System Simulation,TEP4240,,1000,TRUE
149,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG4402,,1000,TRUE
149,TRUE,Norway,Norwegian University of Science and Technology,,Process Control,TKP4140,,1000,TRUE
150,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5506,,1000,TRUE
150,TRUE,Norway,Norwegian University of Science and Technology,,Energy Management,TEP4150,,1000,TRUE
151,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CHPR5501,,1000,TRUE
151,TRUE,Norway,Norwegian University of Science and Technology,,Reaction Kinetics,TKP4155,,1000,TRUE
152,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG4403,,1000,TRUE
152,TRUE,Norway,Norwegian University of Science and Technology,,Extractive Metallurgy,TMT4280,,1000,TRUE
153,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,PETR3511,,1000,TRUE
153,TRUE,Norway,Norwegian University of Science and Technology,,Reservoir Fluids,TPG4145,,1000,TRUE
154,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3007,,1000,TRUE
154,TRUE,Canada,Queen's University,,Heat Transfer,MECH346,,1000,TRUE
155,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4404,,1000,TRUE
155,TRUE,Canada,Queen's University,,Noise Control,MECH482,,1000,TRUE
156,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG4403,,1000,TRUE
156,TRUE,Canada,Queen's University,,Chemical Extraction of Metals,MINE451,,1000,TRUE
157,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Elective,,1000,TRUE
157,TRUE,Canada,Queen's University,,Internal Combustion Engines,MECH435,,1000,TRUE
158,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3003,,1000,TRUE
158,TRUE,Canada,University of Alberta,,Fluid Mechanics,MEC E 331,,1000,TRUE
159,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3004,,1000,TRUE
159,TRUE,Canada,University of Alberta,,Advanced Strength of Materials,MEC E 380,,1000,TRUE
160,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG4402,,1000,TRUE
160,TRUE,Canada,University of Alberta,,Feedback Control Design of Dynamic,MEC E 420,,1000,TRUE
161,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4429,,1000,TRUE
161,TRUE,Canada,University of Alberta,,Applied Thermodynamics,MEC E 340,,1000,TRUE
