UnitSetId,IsExchangeUnit,UniversityCountry,UniversityName,UniversityHref,UnitTitle,UnitCode,UnitHref,EquivalentUWAUnitLevel,IsEquivalent
412,TRUE,Canada,University of Calgary,,Engineering Aspects of Sustainable Communities,ENEE573,,1000,TRUE
413,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL3110,,1000,TRUE
413,TRUE,USA,University of Illinois,,Structural Engineering,CEE360,,1000,TRUE
413,TRUE,USA,University of Illinois,,Steel Structures 1,CEE460,,1000,TRUE
414,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL3130,,1000,TRUE
414,TRUE,USA,University of Illinois,,Hydraulic Analysis,CEE452,,1000,TRUE
415,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL3120,,1000,TRUE
415,TRUE,USA,University of Illinois,,Foundation Engineering,CEE480,,1000,TRUE
416,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL3150,,1000,TRUE
416,TRUE,USA,University of Illinois,,Engineering Risk,CEE202,,1000,TRUE
417,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL3112,,1000,TRUE
417,TRUE,USA,University of Illinois,,Reinforced Concrete 1,CEE461,,1000,TRUE
418,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL4110,,1000,TRUE
418,TRUE,USA,University of Illinois,,Structural Dynamics 1,CEE472,,1000,TRUE
419,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL4150,,1000,TRUE
419,TRUE,USA,University of Illinois,,Construction Engineering,CEE320,,1000,TRUE
420,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL4111,,1000,TRUE
420,TRUE,USA,University of Illinois,,Design of Structural Systems,CEE465,,1000,TRUE
421,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4426,,1000,TRUE
421,TRUE,Norway,Norwegian University of Science and Technology,,Mechanical Vibrations ,TMM4185 ,,1000,TRUE
422,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5514,,1000,TRUE
422,TRUE,Norway,Norwegian University of Science and Technology,,Finite Element Methods in Strength Analysis,TKT4192 ,,1000,TRUE
423,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Mech Group B,,1000,TRUE
423,TRUE,Norway,Norwegian University of Science and Technology,,Arctic,TBA4265,,1000,TRUE
424,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Mech Group B,,1000,TRUE
424,TRUE,Norway,Norwegian University of Science and Technology,,Petroleum Geology,TGB4160 ,,1000,TRUE
425,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,group B,,1000,TRUE
425,TRUE,Norway,Norwegian University of Science and Technology,,,TKT4146,,1000,TRUE
426,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4426 ,,1000,TRUE
426,TRUE,Norway,Norwegian University of Science and Technology,,,TMM4185 ,,1000,TRUE
427,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4407,,1000,TRUE
427,TRUE,Norway,Norwegian University of Science and Technology,,,TKT4192 ,,1000,TRUE
428,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Group B,,1000,TRUE
428,TRUE,Norway,Norwegian University of Science and Technology,,,TBA4265 ,,1000,TRUE
429,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Group B,,1000,TRUE
429,TRUE,Norway,Norwegian University of Science and Technology,,,TGB4160 ,,1000,TRUE
430,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC4307,,1000,TRUE
430,TRUE,Hong Kong,Hong Kong Polytechnic,,Power Transmission,EE3041,,1000,TRUE
431,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC3306,,1000,TRUE
431,TRUE,Hong Kong,Hong Kong Polytechnic,,Systems,EE3051,,1000,TRUE
432,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC4332,,1000,TRUE
432,TRUE,Hong Kong,Hong Kong Polytechnic,,Engineering Project Management,EE4041,,1000,TRUE
433,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC1302,,1000,TRUE
433,TRUE,USA,North Carolina State University,,Electric Power Systems,ECE305,,1000,TRUE
434,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL4180,,1000,TRUE
434,TRUE,USA,North Carolina State University,,Traffic Engineering,CE305,,1000,TRUE
435,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL3112,,1000,TRUE
435,TRUE,USA,North Carolina State University,,Reinforced Concrete Design,CE327,,1000,TRUE
436,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL2130,,1000,TRUE
436,TRUE,USA,North Carolina State University,,Hydraulics,CE382,,1000,TRUE
437,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Group D option,,1000,TRUE
437,TRUE,USA,North Carolina State University,,Probability/Stats for Engrs,ST370,,1000,TRUE
438,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH3404,,1000,TRUE
438,TRUE,USA,Pennsylvania State University,,Vibration Mech systems,ME370,,1000,TRUE
439,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH2402,,1000,TRUE
439,TRUE,USA,Pennsylvania State University,,Product Dissection,ME240,,1000,TRUE
440,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH3403,,1000,TRUE
440,TRUE,USA,Pennsylvania State University,,Mechanical Design,ME360,,1000,TRUE
441,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Group B option,,1000,TRUE
441,TRUE,USA,Pennsylvania State University,,Aeronautics 1,AERSP306,,1000,TRUE
442,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Elective,,1000,TRUE
442,TRUE,USA,Pennsylvania State University,,"Intrumentation, measurements",ME345,,1000,TRUE
443,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CHPR3432,,1000,TRUE
443,TRUE,UK,University College London,,Chemical Reaction Engineering,CENG3003,,1000,TRUE
444,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CHPR3433,,1000,TRUE
444,TRUE,UK,University College London,,Process Dynamics,CENG3001,,1000,TRUE
445,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CHPR3434,,1000,TRUE
445,TRUE,UK,University College London,,Particulate Systems,CENG2007,,1000,TRUE
446,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CHPR3530,,1000,TRUE
446,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CHPR2432,,1000,TRUE
446,TRUE,UK,University College London,,Mass Transfer Operations,CENG2002,,1000,TRUE
446,TRUE,UK,University College London,,Process Heat Transfer,CENG2006,,1000,TRUE
447,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4400,,1000,TRUE
447,TRUE,UK,University College London,,Process Engineering,CENG2003,,1000,TRUE
448,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL2130,,1000,TRUE
448,TRUE,UK,University of Sheffield,,Pump,CIV202,,1000,TRUE
449,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL2122,,1000,TRUE
449,TRUE,UK,University of Sheffield,,"Geotechnical Engineering 2, Geotechnical Engineering 3",CIV250 CIV251,,1000,TRUE
450,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL2110,,1000,TRUE
450,TRUE,UK,University of Sheffield,,"Structural Analysis1, Structural Analysis2","CIV210,CIV212",,1000,TRUE
451,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL2150,,1000,TRUE
451,TRUE,UK,University of Sheffield,,Civil Engineering Design,"CIV123, 122",,1000,TRUE
452,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG2140,,1000,TRUE
452,TRUE,UK,University of Sheffield,,Further Civil Engineering Mathematics,MAS250,,1000,TRUE
453,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL3130,,1000,TRUE
453,TRUE,UK,University of Sheffield,,Open Channel Hydraulics,CIV233,,1000,TRUE
454,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Elective,,1000,TRUE
454,TRUE,UK,University of Sheffield,,Structural Engineering design,CIV223,,1000,TRUE
455,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Elective,,1000,TRUE
455,TRUE,UK,University of Sheffield,,Civil structrual engineering design,CIV226,,1000,TRUE
456,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL4180,,1000,TRUE
456,TRUE,USA,"University of Texas, Austin",,Transportation Systems,CE321,,1000,TRUE
457,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL3112,,1000,TRUE
457,TRUE,USA,"University of Texas, Austin",,Reinforced Concrete Design,CE331,,1000,TRUE
458,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENVE1601,,1000,TRUE
458,TRUE,USA,"University of Texas, Austin",,`,CE341,,1000,TRUE
459,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Elective,,1000,TRUE
459,TRUE,USA,"University of Texas, Austin",,Probability/Stats for Civil Engrs,CE311S,,1000,TRUE
460,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5507,,1000,TRUE
460,TRUE,Norway,Norwegian University of Science and Technology,,Safety,TPK4120,,1000,TRUE
461,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG4408,,1000,TRUE
461,TRUE,USA,Montana State University,,Biomedical Materials Engineering,EMAT464,,1000,TRUE
462,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5506,,1000,TRUE
462,TRUE,Norway,Norwegian University of Science and Technology,, Energy from Wind,TEP4175,,1000,TRUE
463,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4429,,1000,TRUE
463,TRUE,Norway,Norwegian University of Science and Technology,,"Thermal Energy, Specialisation Course",TEP4515,,1000,TRUE
464,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MATH3022,,1000,TRUE
464,TRUE,UK,University of Bristol,,Fluid Dynamics 3,MATH33200,,1000,TRUE
465,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3003,,1000,TRUE
465,TRUE,South Korea,Seoul National University,,Fluid Mechanics,M2794.001300,,1000,TRUE
466,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC4401 ,,1000,TRUE
466,TRUE,Singapore,Nanyang University of Technology,,Engineering Electromagnetics,EE3001,,1000,TRUE
466,TRUE,Singapore,Nanyang University of Technology,,Radio Frequency Circuits ,EE4343,,1000,TRUE
470,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option unit,,1000,TRUE
470,TRUE,Norway,Norwegian University of Science and Technology,,Fire Technology,TBA4175,,1000,TRUE
471,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option unit,,1000,TRUE
471,TRUE,Norway,Norwegian University of Science and Technology,,Polymers,TMM4175,,1000,TRUE
472,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5507,,1000,TRUE
472,TRUE,Norway,Norwegian University of Science and Technology,,Risk Management in Projects ,TPK5115,,1000,TRUE
473,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option unit,,1000,TRUE
473,TRUE,Norway,Norwegian University of Science and Technology,,Tribology,TMM4205,,1000,TRUE
474,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4429,,1000,TRUE
474,TRUE,Norway,Norwegian University of Science and Technology,,Heat Pumping Processes,TEP4225,,1000,TRUE
475,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH5551,,1000,TRUE
475,TRUE,Norway,Norwegian University of Science and Technology,,Engineering Design,TMM4400,,1000,TRUE
476,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CITS3003,,1000,TRUE
476,TRUE,Sweden,Uppsala University,,Computer Graphics,1DT388,,1000,TRUE
477,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,STAT4063,,1000,TRUE
477,TRUE,Norway,Norwegian University of Science and Technology,,Computer Intensive Statistical Methods ,TMA4300,,1000,TRUE
478,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CITS5508,,1000,TRUE
478,TRUE,Norway,Norwegian University of Science and Technology,,Knowledge Discovery(KD),PK8106,,1000,TRUE
479,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CITS5505,,1000,TRUE
479,TRUE,Norway,Norwegian University of Science and Technology,,Web Intelligence,TDT4215,,1000,TRUE
480,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MDSc option unit,,1000,TRUE
480,TRUE,Norway,Norwegian University of Science and Technology,,Information Security,TTM4135,,1000,TRUE
481,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3003,,1000,TRUE
481,TRUE,United States,University of Rochester,,Fluid Dynamics,CHE243,,1000,TRUE
482,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3004,,1000,TRUE
482,TRUE,USA,University of Vermont,,Mechanics of Solids/Computational Engineer Lab,ME014/ME083,,1000,TRUE
483,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,PHYS3001,,1000,TRUE
483,TRUE,Sweden,Uppsala University,,Atom,1FA558 ,,1000,TRUE
484,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,PHYS3001,,1000,TRUE
484,TRUE,Sweden,Uppsala University,,"Quantum Mechanics, Advanced Couse",1FA352,,1000,TRUE
485,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,PHYS3011,,1000,TRUE
485,TRUE,Sweden,Uppsala University,,Mathematical Methods of Physics,IFA121,,1000,TRUE
486,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,PHYS3003,,1000,TRUE
486,TRUE,Sweden,Uppsala University,,The Physics of Galaxies,1FA260,,1000,TRUE
487,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,PHYS3003,,1000,TRUE
487,TRUE,Sweden,Uppsala University,,The Physics of Stars,1FA223,,1000,TRUE
488,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,PHYS3003,,1000,TRUE
488,TRUE,Sweden,Uppsala University,,Syllabus for Observational Astrophysics I,1FA203,,1000,TRUE
489,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option,,1000,TRUE
489,TRUE,Denmark,Technical University of Denmark,,Tissue,KU103 ,,1000,TRUE
490,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option,,1000,TRUE
490,TRUE,Denmark,Technical University of Denmark,,Biophotonics,34454,,1000,TRUE
491,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option,,1000,TRUE
491,TRUE,Denmark,Technical University of Denmark,,Biomaterials,33281,,1000,TRUE
492,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option,,1000,TRUE
492,TRUE,Denmark,Technical University of Denmark,,LabChip-1: Bio/chemical microsystems on chips,33236,,1000,TRUE
493,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,PHYS3012,,1000,TRUE
493,TRUE,Sweden,Uppsala University,,"Astrophysics II
Condensed Matter Physics","1FA205
1FA526",,1000,TRUE
494,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH5551,,1000,TRUE
494,TRUE,Sweden,Lund University,,Project-Machine Design,MMKN65,,1000,TRUE
495,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC4403,,1000,TRUE
495,TRUE,Sweden,Lund University,,Design of Embedded Systems,EDAN15,,1000,TRUE
496,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5507,,1000,TRUE
496,TRUE,Sweden,Lund University,,Risk Assessment,VBRN01,,1000,TRUE
497,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4426,,1000,TRUE
497,TRUE,Sweden,Lund University,,Multibody Dynamics,FMEN02,,1000,TRUE
498,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CHPR4407,,1000,TRUE
498,TRUE,Sweden,Lund University,,Numerical Fluid Dynamics,MMVN05,,1000,TRUE
499,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH5504,,1000,TRUE
499,TRUE,Sweden,Lund University,,"Fracture Mechanics, Advanced Course",FHLN25,,1000,TRUE
500,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5503,,1000,TRUE
500,TRUE,Sweden,Lund University,,Real Time Systems,FRTN01,,1000,TRUE
501,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,PHYS3001,,1000,TRUE
501,TRUE,Sweden,Lund University,,Advanced Quantum Mechanics,FYST37,,1000,TRUE
502,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,PHYS2001,,1000,TRUE
502,TRUE,Sweden,Lund University,,Basic Quantum Mechanics,FYSB11,,1000,TRUE
503,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3009,,1000,TRUE
503,TRUE,Denmark,Technical University of Denmark,,Basic Soil Mechanics,11411,,1000,TRUE
504,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,PHYS3001,,1000,TRUE
504,TRUE,Sweden,Uppsala University,,Quantum Physics,1FA521,,1000,TRUE
505,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CITS2401,,1000,TRUE
505,TRUE,Denmark,Technical University of Denmark,,Introduction to Programming,2692,,1000,TRUE
506,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3010,,1000,TRUE
506,TRUE,Denmark,Technical University of Denmark,,Basic Fluid Mechanics ,41312,,1000,TRUE
507,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CITS1402,,1000,TRUE
507,TRUE,Denmark,Technical University of Denmark,,Database Systems,2170,,1000,TRUE
508,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC2001,,1000,TRUE
508,TRUE,Denmark,Technical University of Denmark,,Dynamics,62694,,1000,TRUE
509,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4426,,1000,TRUE
509,TRUE,Norway,Norwegian University of Science and Technology,,Machinery,TMR4222,,1000,TRUE
510,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option,,1000,TRUE
510,TRUE,Norway,Norwegian University of Science and Technology,,Concrete Technology,TKT4215,,1000,TRUE
511,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option,,1000,TRUE
511,TRUE,Norway,Norwegian University of Science and Technology,,Industrial Systems Engineering,TPK4185,,1000,TRUE
512,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4429,,1000,TRUE
512,TRUE,Norway,Norwegian University of Science and Technology,,Internal Combustion Engines,TMR4280,,1000,TRUE
513,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH5502,,1000,TRUE
513,TRUE,Denmark,Technical University of Denmark,,Dynamics of Machinery,41514,,1000,TRUE
514,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option,,1000,TRUE
514,TRUE,Denmark,Technical University of Denmark,,Life Science,27008,,1000,TRUE
515,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option,,1000,TRUE
515,TRUE,Denmark,Technical University of Denmark,,Intro to Nantechnology,33323,,1000,TRUE
516,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5507,,1000,TRUE
516,TRUE,Denmark,Technical University of Denmark,,Management of Change in Engineering Systems,42543,,1000,TRUE
517,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5505,,1000,TRUE
517,TRUE,USA,Montana State University,,Construction Project Planning,ECIV405,,1000,TRUE
518,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Civil) option,,1000,TRUE
518,TRUE,Norway,Stavanger University,,Offshore Wind Turbine Engineering,OFF610,,1000,TRUE
519,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Civil) option,,1000,TRUE
519,TRUE,Norway,Stavanger University,,Offshore Field Developments,OFF515,,1000,TRUE
520,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5514,,1000,TRUE
520,TRUE,Norway,Stavanger University,,Offshore Wind Turbine Engineering,MK545,,1000,TRUE
521,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Civil) option,,1000,TRUE
521,TRUE,Norway,Stavanger University,,Subsea Technology,OFF550,,1000,TRUE
522,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5514,,1000,TRUE
522,TRUE,United Kingdom,University of Southampton,,Advanced Finite Element Analysis,FEEG6010 ,,1000,TRUE
523,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5505,,1000,TRUE
523,TRUE,United Kingdom,University of Southampton,,Project Economics,CENV6152,,1000,TRUE
524,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL4401,,1000,TRUE
524,TRUE,United Kingdom,University of Southampton,,Geotechnical Engineering,CENV3020,,1000,TRUE
525,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENVE4402,,1000,TRUE
525,TRUE,United Kingdom,University of Southampton,,Engineering Hydrology,CENV3061,,1000,TRUE
526,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL5502,,1000,TRUE
526,TRUE,United Kingdom,University of Southampton,,Transportation Engineering: Transport Management,CENV6109,,1000,TRUE
527,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG4405,,1000,TRUE
527,TRUE,USA,University of Vermont,,Numerical Methods for Engineer,CE218,,1000,TRUE
528,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5505,,1000,TRUE
528,TRUE,USA,University of Vermont,,Capstone Design 1,CE185,,1000,TRUE
529,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Civil) option OR CIVL4401,,1000,TRUE
529,TRUE,USA,University of Vermont,,Geotechnical Design,CE281,,1000,TRUE
530,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Civil) option,,1000,TRUE
530,TRUE,Norway,Stavanger University,,Pipelines,OFF520,,1000,TRUE
531,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Civil) option,,1000,TRUE
531,TRUE,Norway,Stavanger University,,Marine Operations,OFF600,,1000,TRUE
532,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Civil) option,,1000,TRUE
532,TRUE,Norway,Stavanger University,,Nordic Models for Gender Equality,GEN530,,1000,TRUE
533,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Civil) option,,1000,TRUE
533,TRUE,Norway,Stavanger University,,"Human factors, technology",OFF570,,1000,TRUE
534,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL5551,,1000,TRUE
534,TRUE,United Kingdom,University of Southampton,,Design 3,CENV3015,,1000,TRUE
535,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL5552,,1000,TRUE
535,TRUE,United Kingdom,University of Southampton,,Structural Engineering,CENV3056,,1000,TRUE
536,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ELEC4403,,1000,TRUE
536,TRUE,USA,Montana State University,,Hardware/Software Engineering Embedded Systems,EELE475,,1000,TRUE
537,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5505,,1000,TRUE
537,TRUE,USA,University of New Mexico,,Engineering Project Management,ME 455,,1000,TRUE
538,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option,,1000,TRUE
538,TRUE,USA,University of New Mexico,,Robot Engineering,ME482/582,,1000,TRUE
539,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option,,1000,TRUE
539,TRUE,USA,University of New Mexico,,Embedded Systems Architecture,ECE528,,1000,TRUE
540,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH4429,,1000,TRUE
540,TRUE,USA,University of New Mexico,,Thermal System Design,ME 521,,1000,TRUE
541,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5507,,1000,TRUE
541,TRUE,USA,"University of Texas, Austin",,Strategic Decision,ENM383.2,,1000,TRUE
542,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option,,1000,TRUE
542,TRUE,USA,"University of Texas, Austin",,Structural Analysis,CE329,,1000,TRUE
543,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MPE(Mech) option,,1000,TRUE
543,TRUE,USA,"University of Texas, Austin",,Biomedical Engineering Signal,BME343,,1000,TRUE
544,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,MECH5501,,1000,TRUE
544,TRUE,USA,Montana State University,,Acoustics/Audio Engineering,EELE417,,1000,TRUE
545,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG5507,,1000,TRUE
545,TRUE,USA,University of Texas at Austin,,Markov Decision Processes,ORI 390R 16,,1000,TRUE
546,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,GENG4402,,1000,TRUE
546,TRUE,USA,University of Texas at Austin,,Dynamic Systems,ME344,,1000,TRUE
547,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,L2 Elective,,1000,TRUE
547,TRUE,USA,University of Vermont,,Elementary II,FREN002 ,,1000,TRUE
548,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3004,,1000,TRUE
548,TRUE,USA,University of Vermont,,Mechanics of Solids,ME 014 + ME 083,,1000,TRUE
549,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,L1 Elective,,1000,TRUE
549,TRUE,USA,University of Vermont,,Club Sports: Swimming,PEAC 005,,1000,TRUE
550,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,L1 Elective,,1000,TRUE
550,TRUE,USA,University of Vermont,,5K/10 K Training,PEAC 052 ,,1000,TRUE
551,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL4403,,1000,TRUE
551,TRUE,Denmark,Technical University of Denmark,,Concrete Technology,11563,,1000,TRUE
552,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,CIVL4403,,1000,TRUE
552,TRUE,Denmark,Technical University of Denmark,,Advanced Concrete Structures,11351,,1000,TRUE
553,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ECON3205,,1000,TRUE
553,TRUE,Canada,University of Calgary,,The Economics of Health,ECON 379  ,,1000,TRUE
554,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,ENSC3003,,1000,TRUE
554,TRUE,Canada,University of Calgary,,Fundamentals Fluid Mechanics ,ENME341 ,,1000,TRUE
555,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Level 1 Broadening Unit,,1000,TRUE
555,TRUE,Canada,University of Calgary,,Intro Exer,KNES 253 ,,1000,TRUE
556,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,Level 1 Elective,,1000,TRUE
556,TRUE,Canada,University of Calgary,,Introduction to Marketing ,MKTG 341 ,,1000,TRUE
557,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,L2 Elective,,1000,TRUE
557,TRUE,USA,University of Rochester ,,Numerical Methods,CHE 116 ,,1000,TRUE
558,FALSE,Australia,University of Western Australia,https://www.uwa.edu.au/,,L2 Elective,,1000,TRUE
